,v1,v2
536,ham,probbly gonn be here for  while see yo lter night lt
537,ham,or mybe my ft fingers jst press ll these btns nd it doesnt know wht  do
538,ham,mmmmmh mny mny hppy retrns of d dy my der sweet hert hppy birthdy der
539,ham,i m in tirpr d once yo strted from office cll me
541,ham, fmos qote  when yo develop the bility  listen  nything nconditionlly withot losing yor temper or self confidence it mens yo re  mrried
542,ham,bt m going  college p wht  do re else ill come there it self p
543,ham, oclock t mine jst  bsh ot  flt pln
544,ham,this girl does not sty in bed this girl doesnt need recovery time id rther pss ot while hving fn then be cooped p in bed
545,ham,then ny specil there
546,ham,i know bt yo need  get hotel now i jst got my invittion bt i hd  pologise cli is  sweet for me  come  some english blokes weddin
547,ham,sorry tht ok so long omw now
548,ham,wit  ltgt  min
549,ham,ok give me  mintes i think i see her btw yore my libi yo were ctting my hir the whole time
550,ham,imgine yo finlly get  sink in tht bth fter i hve pt yo throgh yor pces mybe even hving yo et me for  while before i left  bt lso imgine the feel of tht cge on yor cock srronded by the bth wter reminding yo lwys who owns yo  enjoy my cck
551,ham,hrry p ive been weeddeficient for like three dys
552,ham,sre if i get n cknowledgement from yo tht its sndingly tctless nd generlly fggy  demnd  blood oth fo
553,ham,ok every night tke  wrm bth drink  cp of milk nd yoll see  work of mgic yo still need  loose weight jst so tht yo know
554,ham,ill hve  look t the frying pn in cse its chep or  book perhps no thts silly  frying pn isnt likely  be  book
555,ham,o well v cses mttions snscreen is like essentil thesedys
556,ham,hving lnchyo re not in onlinewhy
557,ham,i know tht my friend lredy ld tht
558,ham,hi princess thnk yo for the pics yo re very pretty how re yo
559,ham,iyo  lwys c or ex one i dnno bt mei she hven reply first time  reply so fst y so lcky not workin hh got bo by r sgrdd hgee 
560,ham,hi msg meim in office
561,ham,thnx  e brownie its v nice
562,ham,geeeee  i love yo so mch i cn brely stnd it
564,ham,fck bbe  i miss yo lredy yo know  cnt yo let me send yo some money wrds yor net  i need yo  i wnt yo  i crve yo 
565,ham,ill cll  mrw t ninish with my ddress tht icky mericn freek wont sp cllin me  bd jen k eh
566,ham,oooh bed ridden ey wht re yo thinking of
567,ham,so nywys yo cn jst go  yor gym or whtever my love smiles i hope yor ok nd hving  good dy bbe  i miss yo so mch lredy
568,ham,love it dddy will mke yo screm with plesre i m going  slp yor ss with my dick
569,ham,wot  wnn do then missy
570,ham,yr lor wit  my mm  finish sch then hve lnch lor i whole morning sty t home clen my room now my room qite clen hee
571,ham,do yo know where my lb goggles went
572,ham,cn yo open the door
573,ham,witing for yor cll
574,ham,nope i witing in sch  dddy 
576,ham,im tired of rging with yo bot this week fter week do wht yo wnt nd from now on ill do the sme
577,ham, wit  me in sch i finish rd 
579,ham,rngd mrrige is while  r wlkin nfortntly  snke bites  bt love mrrige is dncing in frnt of d snke mp syin bite me bite me
580,ham,hh so erly then  hving dinner otside izzit
581,ham,ok nywy no need  chnge with wht yo sid
583,ham,my exwife ws not ble  hve kids do yo wnt kids one dy
584,ham,so hows scotlnd hope yo re not over showing yor jjc tendencies tke cre live the drem
585,ham,tell them  hve  hedche nd jst wnt  se  hor of sick time
586,ham,i dn thk ill qit yet hmmm cn go jzz  yogsn oso cn we cn go meet em fter or lessons den 
587,ham,pete cn yo plese ring meive hrdly gotny credit
588,ham,y srsly better thn yi tho
589,ham,im in  meeting cll me lter t
593,ham,yo still t grnd prix
594,ham,i met yo s  strnger nd choose yo s my friend s long s the world stnds or friendship never ends lets be friends forever gd nitz
595,ham,i m gret how re yo
596,ham,gd mrng der hve  nice dy
598,ham,will do ws exhsted on trin this morning o mch wine nd pie yo sleep well o
599,ham,im going ot  by mms present r
600,ham,mind blstin no more tsnmis will occr from now on rjniknt spped swimming in indin ocend
601,ham,if  sending her home first its ok lor im not redy yet
602,ham,speking of does he hve ny csh yet
603,ham,be hppy there i will come fter noon
604,ham,meet fter lnch l
605,ham,tke cre n get well soon
607,ham,wht i ment  sy is cnt wit  see  gin getting bored of this bridgwter bnter
608,ham,nev mind its ok
609,ham,its fine imm get  drink or somethin wnt me  come find yo
611,ham,its  vlentine gme   send dis msg  ll r friends  if  nswers r d sme then someone relly loves  qes which color sits me the bestrply me
612,ham,i hve mny dependents
613,ham,thnx dy cer it ws nice  ctch p bt we ve  find more time more often oh well tke cre c  soonc
614,ham,i clled nd sid ll  himthen he hve  choose this ftre
615,ham,hppy vlentines dy i know its erly bt i hve hndreds of hndsomes nd beties  wish so i thoght  finish off nties nd ncles st
616,ham,he like not v shock leh cos telling shhi is like telling leon lso like dt lmost ll know lio he got sk me bt r rection lor
617,ham,for my fmily hppiness
618,ham,i come n pick  p come ot immeditely ft r lesson
619,ham,let there be snow let there be snow this kind of wether brings ppl gether so friendships cn grow
620,ham,der we got  ltgt  dollrs hi hi
621,ham,good words bt words my leve  in dismy mny times
622,ham,mke sre lex knows his birthdy is over in fifteen mintes s fr s yore concerned
623,ham,sorry no hve got few things  do my be in pb lter
624,ham,nh its stright if yo cn jst bring bd or drinks or something thts ctlly  little more sefl thn stright csh
625,ham,hh good  her im officilly pid nd on the mrket for n th
626,ham,how mny licks does it tke  get  the center of  otsie pop
627,ham,yp i thk they r e techer sid tht will mke my fce look longer drren sk me not  ct o short
630,ham,plese dont sy like tht hi hi hi
631,ham,thnk 
632,ham,oh tht ws  forwrded messge i thoght yo send tht  me
633,ham,got it seventeen ponds for seven hndred ml  hope ok
635,ham,me n him so fnny
636,ham,sweethert hope yo re not hving tht kind of dy hve one with lods of resons  smile biol
637,ham,when  login dt time dd fetching  home now
638,ham,wht will we do in the shower bby
639,ham,i hd skd   qestion some hors before its nswer
640,ham,well imm definitely need  resck before thnksgiving ill let yo know when im ot
641,ham, sid kiss kiss i cnt do the sond effects he is  gorgeos mn isnt he kind of person who needs  smile  brighten his dy 
642,ham,probbly gonn swing by in  wee bit
643,ham,y very nice  be redy on thrsdy
644,ham,llo we hve brved the bses nd tken on the trins nd trimphed i men were in bhm hve  jolly good rest of week
645,ham,wtching cron listening msic mp t eve hd  go temple mp chrch wht bot 
646,ham,do yo mind if i sk wht hppened yo dont hve  sy if it is ncomfortble
648,ham,no prob i will send  yor emil
650,ham,thts cool sometimes slow nd gentle sonetimes rogh nd hrd 
651,ham,im gonn sy no sorry i wold bt s norml m strting  pnic bot time sorry gin re yo seeing on tesdy
652,ham,wit do yo know if wesleys in wn i bet she does hell drgs
653,ham,fine i miss yo very mch
654,ham,did  got tht persons sry
655,ham,tell them the drg delers getting imptient
656,ham,sn cnt come  erth bt send lv s rys clod cnt come  river bt send lv s rin i cnt come  meet  bt cn send my cre s msg   gd evng
657,ham,yo will be in the plce of tht mn
658,ham,it doesnt mke sense  tke it there nless its free if yo need  know more wikipedicom
660,ham,nder the se there lys  rock in the rock there is n envelope in the envelope there is  pper on the pper there re  words 
661,ham,then mms repent how
662,ham,sorry me going home first dddy come fetch  lter
663,ham,leve it de strt prepre for next
664,ham,yes bby we cn stdy ll the positions of the km str 
665,ham,en chikk nnge bkr msg klstiythen hd tecoffee
666,ham,crlosll be here in  minte if yo still need  by
667,ham,this py is  ltdecimlgt  lkhs
668,ham,hve  good evening ttyl
669,ham,did  receive my msg
670,ham,ho ho  big belly lgh see y mo
673,ham,dit nd yo wont hve  worry bot me sying nything  yo nymore like i sid lst night yo do whtever yo wnt nd ill do the sme pece
674,ham,ive got  ltgt  ny wy i cold pick p
675,ham,i dont knw p i jst drink milk
676,ham,mybe sy hi   nd find ot if  got his crd gret escpe or wetherspoons 
677,ham,piggy r  wke i bet re still sleeping im going  lnch now
678,ham,cse im not freky lol
679,ham,missed yor cll cse i ws yelling t scrppy miss  cnt wit for   come home im so lonely dy
680,ham,wht is this hex plce yo tlk of explin
681,ham, log off  wt its sdrybi
682,ham,is xy going  e lnch
684,ham,i wnted  sk   wit  me  finish lect cos my lect finishes in n hor nywy
685,ham,hve yo finished work yet 
686,ham,every king ws once  crying bby nd every gret bilding ws once  mp not imprtnt where  r dy bt where  wil rech morw gd ni
687,ham,derme t cherthlin cse  r coming cochin pls cll bfore  strti shll lso rech ccordinglyor tell me which dy  r comingtmorow i m engged ns its holidy
688,ham,thnks love bt m i doing rch or bold
690,ham,ws the frm open
691,ham,sorry  troble  gin cn by d for my dd gin    ll  big  smll st n sn thnx
692,ham,my sister in lw hope yo re hving  gret month jst sying hey biol
693,ham,will prchse d stff dy nd mil  yo do yo hve  po box nmber
694,ham,h poop looks like ill prob hve  send in my lpp  get fixed cz it hs  gp problem
695,ham,good good job i like entrepreners
696,ham,ight yo close by or still down rond lexs plce
697,ham,meet yo in corportion st otside gp  yo cn see how my mind is working
698,ham,mm sk   by food home
699,ham,k lso dont msg or reply  his msg
700,ham,how mch r  willing  py
701,ham,sorry ill cll lter
702,ham,wht is importnt is tht yo prevent dehydrtion by giving her enogh flids
703,ham,thts  bit weird even  where is the do spposed  be hppening bt good ide sre they will be in pb
704,ham,tre deri st  pry evening nd felt soso i smsd yo in some time
705,ham,i dont think i cn get wy for  trek tht long with fmily in wn sorry
706,ham,so when do yo wnn gym hrri
707,ham,qite lte lr rd  nywy i wn b drivin
710,ham,height of confidence ll the erontics professors wer clld mp they wer skd  sit in n eroplne ftr they st they wer ld dt the plne ws mde by their stdents dey ll hrried ot of d plne bt only  didnt move he sidif it is mde by my stdents
711,ham,it jst seems like weird timing tht the night tht ll yo nd g wnt is for me  come smoke is the sme dy s when  shitsrm is ttribted  me lwys coming over nd mking everyone smoke
713,ham,sve yorself the stress if the person hs  dorm ccont jst send yor ccont detils nd the money will be sent  yo
714,ham,he lso knows bot lnch men only d  i know
715,ham,when i hve stff  sell ill tell yo
717,ham,book which lesson then yo msg me i will cll p fter work or sth im going  get specs my membership is px
719,ham,mch dont feel pseti cn ssme yor mindsetbelieve me one evening with me nd i hve some wonderfl plns for both of slet life begin gincll me nytime
720,ham,oh is it send me the ddress
721,ham,sfine nytime ll the best with it
722,ham,tht is wondr fll flim
723,ham,y even those cookies hve jelly on them
724,ham,the world is rnning nd i m stillmybe ll re feeling the smeso be itor i hve  dmiti m mdthen where is the correctionor let me cll this is lifend keep rnning with the worldmy be  r lso rnninglets rn
725,ham,got it it looks scrmptios dddy wnts  et yo ll night long
726,ham,of cos cn lr im not so b do ok  pm lor y  never sk where we go h i sid  wold sk on fri bt he sid  will sk dy
727,ham,lright omw gott chnge my order   hlfth
728,ham,exctly nywys how fr is jide her  stdy or jst visiting
729,ham,dnno y  sk me
731,ham,no he didnt spring is coming erly yy
732,ham,lol yo wont feel bd when i se her money  tke yo ot   stek dinner d
733,ham,even  dont get in troble while convincingjst tel him once or twice nd jst tel neglect his msgs dont c nd red itjst dont reply
734,ham,leving  qtr nite in serch of n opportnityll went fstpls dd me in r pryers derrkhesh
735,ham,then why no one tlking  me
736,ham,thnks for looking ot for me i relly pprecite
738,ham,wish i were with yo now
739,ham,hh myb re rite  know me well d feeling of being liked by someone is gd lor  fster go find one then ll gls in or grop ttched lio
740,ham,yes i will be there gld yo mde it
741,ham,do well ll will for little time thing of good times hed
742,ham,jst got p hve  be ot of the room very soon  i hdnt pt the clocks bck til t  i shoted t everyone  get p nd then relised it ws  why nother hor in bed
743,ham,ok there my be  free gym bot
744,ham,men like shorter ldies gze p in his eyes
745,ham,dnno he js sy go lido sme time 
746,ham,i promise  tke good cre of yo princess i hve  rn now plese send pics when yo get  chnce ttyl
748,ham,is there  reson weve not spoken this yer nywys hve  gret week nd ll the best in yor exm
749,ham,by mondy next week give me the fll gist
752,ham,dont gimme tht lip cveboy
753,ham,when did yo get  the librry
